,id,duration,start_date,start_station,end_date,end_station,bike_number,sub_type,zip_code,birth_date,gender
260,267,1592,2011-07-28 18:35:00,35,2011-07-28 19:01:00,36,B00556,Casual,,,
261,268,463,2011-07-28 18:35:00,48,2011-07-28 18:42:00,6,B00457,Registered,'02118,1982.0,Male
262,269,2278,2011-07-28 18:35:00,38,2011-07-28 19:13:00,9,B00364,Registered,'02143,1972.0,Male
263,270,2452,2011-07-28 18:39:00,45,2011-07-28 19:20:00,45,B00052,Casual,,,
264,271,222,2011-07-28 18:39:00,9,2011-07-28 18:43:00,41,B00390,Registered,'02116,1983.0,Male
265,272,198,2011-07-28 18:40:00,9,2011-07-28 18:43:00,41,B00198,Registered,'02116,1981.0,Female
266,273,1483,2011-07-28 18:41:00,42,2011-07-28 19:06:00,42,B00385,Casual,,,
267,274,787,2011-07-28 18:42:00,36,2011-07-28 18:55:00,22,B00528,Registered,'02359,1980.0,Male
268,275,4570,2011-07-28 18:46:00,47,2011-07-28 20:02:00,47,B00081,Casual,,,
269,276,4559,2011-07-28 18:47:00,47,2011-07-28 20:03:00,47,B00479,Casual,,,
270,277,684,2011-07-28 18:47:00,8,2011-07-28 18:59:00,18,B00425,Casual,,,
271,278,5273,2011-07-28 18:49:00,46,2011-07-28 20:17:00,46,B00215,Casual,,,
272,279,731,2011-07-28 18:48:00,23,2011-07-28 19:01:00,49,B00232,Registered,'02155,1971.0,Male
273,280,5274,2011-07-28 18:49:00,46,2011-07-28 20:17:00,46,B00505,Casual,,,
274,281,431,2011-07-28 18:49:00,32,2011-07-28 18:56:00,30,B00187,Registered,'02130,1975.0,Male
275,282,1254,2011-07-28 18:50:00,46,2011-07-28 19:11:00,46,B00565,Casual,,,
276,283,964,2011-07-28 18:56:00,13,2011-07-28 19:12:00,45,B00058,Casual,,,
277,284,1429,2011-07-28 18:55:00,25,2011-07-28 19:19:00,38,B00040,Casual,,,
278,285,705,2011-07-28 18:55:00,45,2011-07-28 19:07:00,33,B00132,Registered,'02215,1977.0,Male
279,286,954,2011-07-28 18:59:00,21,2011-07-28 19:15:00,49,B00401,Casual,,,
280,287,915,2011-07-28 18:59:00,21,2011-07-28 19:14:00,49,B00306,Casual,,,
281,288,805,2011-07-28 19:03:00,24,2011-07-28 19:16:00,23,B00150,Casual,,,
282,289,1689,2011-07-28 19:00:00,48,2011-07-28 19:28:00,8,B00196,Registered,'02135,1980.0,Male
283,290,821,2011-07-28 19:02:00,24,2011-07-28 19:16:00,23,B00375,Casual,,,
284,291,784,2011-07-28 19:03:00,24,2011-07-28 19:16:00,23,B00358,Casual,,,
285,292,582,2011-07-28 19:03:00,24,2011-07-28 19:13:00,22,B00426,Registered,'02420,1958.0,Male
286,293,307,2011-07-28 19:04:00,20,2011-07-28 19:09:00,6,B00359,Registered,'02114,1970.0,Male
287,294,483,2011-07-28 19:05:00,13,2011-07-28 19:13:00,16,B00455,Casual,,,
288,295,235,2011-07-28 19:05:00,36,2011-07-28 19:09:00,42,B00556,Registered,'02144,1986.0,Male
289,296,411,2011-07-28 19:09:00,33,2011-07-28 19:16:00,45,B00473,Registered,'02215,1977.0,Male
290,297,758,2011-07-28 19:11:00,42,2011-07-28 19:24:00,42,B00385,Casual,,,
291,298,709,2011-07-28 19:12:00,39,2011-07-28 19:24:00,25,B00389,Registered,'02118,1956.0,Male
292,299,865,2011-07-28 19:12:00,6,2011-07-28 19:27:00,42,B00457,Registered,'02114,1970.0,Male
293,300,356,2011-07-28 19:13:00,46,2011-07-28 19:19:00,5,B00565,Casual,,,
294,301,426,2011-07-28 19:14:00,47,2011-07-28 19:21:00,47,B00580,Registered,'02135,1951.0,Female
295,302,1033,2011-07-28 19:15:00,41,2011-07-28 19:32:00,36,B00390,Registered,'02116,1983.0,Male
296,303,1026,2011-07-28 19:15:00,41,2011-07-28 19:32:00,36,B00198,Registered,'02116,1981.0,Female
297,304,3488,2011-07-28 19:17:00,15,2011-07-28 20:15:00,15,B00346,Casual,,,
298,305,1615,2011-07-28 19:17:00,23,2011-07-28 19:44:00,23,B00340,Registered,'02114,1986.0,Male
299,306,1678,2011-07-28 19:18:00,15,2011-07-28 19:46:00,8,B00464,Casual,,,
300,307,1603,2011-07-28 19:18:00,23,2011-07-28 19:44:00,23,B00557,Registered,'02114,1986.0,Female
301,308,769,2011-07-28 19:18:00,23,2011-07-28 19:31:00,36,B00150,Casual,,,
302,309,1644,2011-07-28 19:18:00,15,2011-07-28 19:46:00,8,B00082,Casual,,,
303,310,726,2011-07-28 19:19:00,23,2011-07-28 19:31:00,36,B00546,Casual,,,
304,311,1191,2011-07-28 19:26:00,42,2011-07-28 19:46:00,42,B00385,Casual,,,
305,312,1780,2011-07-28 19:26:00,8,2011-07-28 19:55:00,23,B00036,Registered,'02143,1979.0,Male
306,313,603,2011-07-28 19:26:00,25,2011-07-28 19:36:00,25,B00407,Registered,'02118,1956.0,Male
307,314,632,2011-07-28 19:26:00,49,2011-07-28 19:37:00,23,B00232,Registered,'02111,1980.0,Male
308,315,1633,2011-07-28 19:27:00,35,2011-07-28 19:55:00,45,B00363,Casual,,,
309,316,1431,2011-07-28 19:29:00,40,2011-07-28 19:53:00,5,B00312,Casual,,,
310,317,427,2011-07-28 19:36:00,9,2011-07-28 19:43:00,33,B00083,Casual,,,
311,318,1386,2011-07-28 19:39:00,23,2011-07-28 20:02:00,33,B00358,Registered,'02215,1983.0,Male
312,319,456,2011-07-28 19:39:00,25,2011-07-28 19:46:00,49,B00366,Registered,'02118,1989.0,Male
313,320,873,2011-07-28 19:39:00,42,2011-07-28 19:54:00,33,B00556,Registered,'02114,1986.0,Male
314,321,2363,2011-07-28 19:42:00,45,2011-07-28 20:21:00,33,B00409,Casual,,,
315,322,871,2011-07-28 19:43:00,38,2011-07-28 19:58:00,42,B00040,Registered,'02118,1982.0,Male
316,323,866,2011-07-28 19:45:00,33,2011-07-28 20:00:00,42,B00132,Casual,,,
317,324,683,2011-07-28 19:46:00,14,2011-07-28 19:58:00,46,B00190,Casual,,,
318,325,3715,2011-07-28 19:49:00,47,2011-07-28 20:51:00,47,B00025,Registered,'02113,1973.0,Female
319,326,730,2011-07-28 19:50:00,36,2011-07-28 20:02:00,41,B00198,Registered,'02134,1980.0,Male
320,327,3645,2011-07-28 19:50:00,47,2011-07-28 20:51:00,47,B00368,Registered,'02113,1974.0,Male
321,328,4127,2011-07-28 19:53:00,49,2011-07-28 21:01:00,49,B00306,Casual,,,
322,329,4119,2011-07-28 19:53:00,49,2011-07-28 21:01:00,49,B00401,Casual,,,
323,330,3223,2011-07-28 19:56:00,23,2011-07-28 20:50:00,41,B00355,Casual,,,
324,331,1150,2011-07-28 19:56:00,23,2011-07-28 20:15:00,23,B00232,Registered,'02115,1959.0,Male
325,332,782,2011-07-28 20:00:00,22,2011-07-28 20:13:00,49,B00071,Registered,'02116,1976.0,Male
326,333,639,2011-07-28 20:03:00,9,2011-07-28 20:14:00,8,B00159,Casual,,,
327,334,582,2011-07-28 20:05:00,9,2011-07-28 20:14:00,8,B00554,Casual,,,
328,335,287,2011-07-28 20:03:00,42,2011-07-28 20:08:00,49,B00132,Casual,,,
329,336,7,2011-07-28 20:04:00,3,2011-07-28 20:04:00,3,B00214,Registered,'02113,1986.0,Male
330,337,862,2011-07-28 20:04:00,3,2011-07-28 20:18:00,42,B00330,Registered,'02113,1986.0,Male
331,338,782,2011-07-28 20:05:00,36,2011-07-28 20:18:00,22,B00360,Registered,'02115,1988.0,Male
332,339,236,2011-07-28 20:05:00,33,2011-07-28 20:09:00,10,B00083,Registered,'02215,1983.0,Male
333,340,974,2011-07-28 20:06:00,21,2011-07-28 20:22:00,38,B00218,Registered,'01886,1968.0,Male
334,341,652,2011-07-28 20:07:00,45,2011-07-28 20:18:00,46,B00415,Registered,'02215,1984.0,Male
335,342,2226,2011-07-28 20:08:00,36,2011-07-28 20:45:00,36,B00016,Casual,,,
336,343,1078,2011-07-28 20:09:00,35,2011-07-28 20:27:00,36,B00280,Casual,,,
337,344,1466,2011-07-28 20:19:00,24,2011-07-28 20:43:00,23,B00240,Casual,,,
338,345,1455,2011-07-28 20:19:00,24,2011-07-28 20:43:00,23,B00057,Casual,,,
339,346,3040,2011-07-28 20:21:00,39,2011-07-28 21:12:00,47,B00301,Casual,,,
340,347,300,2011-07-28 20:33:00,49,2011-07-28 20:38:00,36,B00366,Registered,'02118,1989.0,Male
341,348,768,2011-07-28 20:34:00,8,2011-07-28 20:47:00,41,B00486,Casual,,,
342,349,701,2011-07-28 20:34:00,8,2011-07-28 20:46:00,41,B00149,Casual,,,
343,350,5625,2011-07-28 20:38:00,23,2011-07-28 22:12:00,40,B00036,Casual,,,
344,351,1183,2011-07-28 20:40:00,8,2011-07-28 20:59:00,18,B00310,Casual,,,
345,352,1201,2011-07-28 20:39:00,8,2011-07-28 20:59:00,18,B00007,Casual,,,
346,353,394,2011-07-28 20:41:00,5,2011-07-28 20:48:00,46,B00042,Casual,,,
347,354,1190,2011-07-28 20:42:00,25,2011-07-28 21:02:00,25,B00298,Registered,'02116,1973.0,Female
348,355,534,2011-07-28 20:43:00,46,2011-07-28 20:51:00,45,B00431,Registered,'02215,1984.0,Male
349,357,938,2011-07-28 20:47:00,36,2011-07-28 21:03:00,49,B00507,Casual,,,
350,358,829,2011-07-28 20:49:00,36,2011-07-28 21:03:00,49,B00280,Casual,,,
351,359,447,2011-07-28 21:01:00,21,2011-07-28 21:09:00,25,B00278,Registered,'02118,1989.0,Male
352,360,437,2011-07-28 21:03:00,23,2011-07-28 21:10:00,6,B00232,Casual,,,
353,361,2575,2011-07-28 21:05:00,25,2011-07-28 21:47:00,43,B00389,Registered,'02116,1973.0,Female
354,362,1751,2011-07-28 21:06:00,16,2011-07-28 21:36:00,6,B00274,Registered,'02114,1970.0,Male
355,363,593,2011-07-28 21:07:00,9,2011-07-28 21:16:00,8,B00053,Registered,'02135,1961.0,Male
356,364,596,2011-07-28 21:19:00,26,2011-07-28 21:29:00,26,B00066,Casual,,,
357,365,578,2011-07-28 21:18:00,26,2011-07-28 21:28:00,26,B00400,Casual,,,
358,366,859,2011-07-28 21:25:00,47,2011-07-28 21:39:00,43,B00580,Casual,,,
359,367,833,2011-07-28 21:25:00,47,2011-07-28 21:39:00,43,B00045,Casual,,,
360,368,1202,2011-07-28 21:31:00,23,2011-07-28 21:51:00,36,B00057,Casual,,,
361,369,1161,2011-07-28 21:31:00,23,2011-07-28 21:51:00,36,B00557,Casual,,,
362,370,464,2011-07-28 21:35:00,46,2011-07-28 21:43:00,5,B00429,Casual,,,
363,371,386,2011-07-28 21:42:00,25,2011-07-28 21:48:00,25,B00414,Registered,'02118,1982.0,Male
364,372,2569,2011-07-28 21:46:00,40,2011-07-28 22:29:00,40,B00276,Casual,,,
365,373,2568,2011-07-28 21:46:00,40,2011-07-28 22:29:00,40,B00396,Casual,,,
366,374,298,2011-07-28 21:47:00,42,2011-07-28 21:51:00,36,B00330,Casual,,,
367,375,321,2011-07-28 21:46:00,42,2011-07-28 21:52:00,36,B00385,Casual,,,
368,376,678,2011-07-28 21:51:00,22,2011-07-28 22:02:00,39,B00360,Casual,,,
369,377,477,2011-07-28 21:56:00,43,2011-07-28 22:04:00,23,B00580,Casual,,,
370,378,516,2011-07-28 21:56:00,43,2011-07-28 22:05:00,23,B00045,Casual,,,
371,379,3486,2011-07-28 21:55:00,43,2011-07-28 22:53:00,25,B00389,Registered,'02116,1973.0,Female
372,380,1260,2011-07-28 21:57:00,46,2011-07-28 22:18:00,22,B00190,Registered,'02140,1972.0,Male
373,381,1515,2011-07-28 22:01:00,32,2011-07-28 22:26:00,32,B00131,Casual,,,
374,382,1552,2011-07-28 22:00:00,32,2011-07-28 22:26:00,32,B00456,Casual,,,
375,383,803,2011-07-28 22:02:00,42,2011-07-28 22:16:00,3,B00457,Registered,'02113,1986.0,Male
376,384,1346,2011-07-28 22:04:00,8,2011-07-28 22:26:00,9,B00411,Casual,,,
377,385,1274,2011-07-28 22:05:00,8,2011-07-28 22:26:00,9,B00349,Casual,,,
378,386,711,2011-07-28 22:13:00,12,2011-07-28 22:25:00,12,B00492,Casual,,,
379,387,679,2011-07-28 22:13:00,12,2011-07-28 22:25:00,12,B00095,Casual,,,
380,388,1599,2011-07-28 22:14:00,33,2011-07-28 22:40:00,36,B00223,Registered,'02129,1980.0,Male
381,389,1593,2011-07-28 22:14:00,33,2011-07-28 22:40:00,36,B00124,Registered,'02129,1981.0,Female
382,390,543,2011-07-28 22:16:00,12,2011-07-28 22:25:00,12,B00122,Casual,,,
383,391,1352,2011-07-28 22:22:00,35,2011-07-28 22:44:00,21,B00439,Casual,,,
384,392,1381,2011-07-28 22:21:00,35,2011-07-28 22:44:00,21,B00121,Casual,,,
385,393,1836,2011-07-28 22:23:00,44,2011-07-28 22:53:00,36,B00110,Casual,,,
386,394,1375,2011-07-28 22:23:00,6,2011-07-28 22:46:00,41,B00359,Casual,,,
387,395,1834,2011-07-28 22:23:00,44,2011-07-28 22:54:00,36,B00024,Casual,,,
388,396,36,2011-07-28 22:36:00,43,2011-07-28 22:37:00,43,B00170,Registered,'02446,1983.0,Female
389,397,1420,2011-07-28 22:40:00,47,2011-07-28 23:04:00,24,B00025,Casual,,,
390,398,793,2011-07-28 22:42:00,36,2011-07-28 22:55:00,33,B00231,Registered,'02129,1981.0,Female
391,399,789,2011-07-28 22:42:00,36,2011-07-28 22:55:00,33,B00557,Registered,'02129,1980.0,Male
392,400,723,2011-07-28 22:52:00,31,2011-07-28 23:04:00,35,B00454,Registered,'02144,1978.0,Male
393,401,1241,2011-07-28 22:54:00,21,2011-07-28 23:14:00,21,B00121,Casual,,,
394,402,1234,2011-07-28 22:54:00,21,2011-07-28 23:14:00,21,B00439,Casual,,,
395,403,851,2011-07-28 22:54:00,43,2011-07-28 23:08:00,25,B00170,Registered,'02118,1980.0,Male
396,404,230,2011-07-28 22:58:00,23,2011-07-28 23:01:00,23,B00375,Registered,'02116,1976.0,Male
397,405,1700,2011-07-28 23:05:00,47,2011-07-28 23:33:00,36,B00394,Casual,,,
398,406,1534,2011-07-28 23:08:00,47,2011-07-28 23:34:00,36,B00550,Casual,,,
399,407,1775,2011-07-28 23:09:00,22,2011-07-28 23:38:00,12,B00426,Casual,,,
400,408,5774,2011-07-28 23:15:00,21,2011-07-29 00:52:00,38,B00217,Casual,,,
401,409,1549,2011-07-28 23:33:00,45,2011-07-28 23:59:00,45,B00052,Casual,,,
402,410,210,2011-07-28 23:32:00,17,2011-07-28 23:36:00,17,B00050,Registered,'02163,1986.0,Male
403,411,1549,2011-07-28 23:33:00,45,2011-07-28 23:59:00,45,B00431,Casual,,,
404,412,1291,2011-07-28 23:38:00,23,2011-07-28 23:59:00,21,B00316,Casual,,,
405,415,592,2011-07-28 23:39:00,33,2011-07-28 23:49:00,42,B00585,Registered,'02113,1986.0,Male
406,416,590,2011-07-28 23:39:00,33,2011-07-28 23:49:00,42,B00557,Registered,'02114,1986.0,Male
407,417,1073,2011-07-28 23:42:00,23,2011-07-29 00:00:00,21,B00045,Casual,,,
408,418,705,2011-07-28 23:51:00,44,2011-07-29 00:03:00,16,B00258,Casual,,,
409,419,696,2011-07-28 23:51:00,49,2011-07-29 00:03:00,25,B00280,Registered,'02118,1959.0,Female
410,420,743,2011-07-28 23:51:00,42,2011-07-29 00:04:00,47,B00557,Registered,'02113,1986.0,Male
411,421,1266,2011-07-28 23:55:00,38,2011-07-29 00:16:00,33,B00218,Casual,,,
412,422,2929,2011-07-28 23:56:00,47,2011-07-29 00:45:00,17,B00368,Casual,,,
413,423,2803,2011-07-28 23:59:00,47,2011-07-29 00:46:00,17,B00081,Casual,,,
414,424,2781,2011-07-28 23:59:00,47,2011-07-29 00:46:00,17,B00479,Casual,,,
415,425,3611,2011-07-29 00:05:00,33,2011-07-29 01:05:00,41,B00231,Casual,,,
416,426,4108,2011-07-29 00:05:00,33,2011-07-29 01:13:00,33,B00469,Casual,,,
417,427,226,2011-07-29 00:09:00,30,2011-07-29 00:12:00,11,B00187,Registered,'02446,1983.0,Male
418,428,8199,2011-07-29 00:14:00,42,2011-07-29 02:30:00,42,B00040,Casual,,,
419,429,1540,2011-07-29 00:15:00,11,2011-07-29 00:40:00,11,B00187,Registered,'02446,1983.0,Male
420,430,2792,2011-07-29 00:17:00,32,2011-07-29 01:04:00,32,B00131,Casual,,,
421,431,2780,2011-07-29 00:17:00,32,2011-07-29 01:04:00,32,B00536,Casual,,,
422,432,677,2011-07-29 00:42:00,22,2011-07-29 00:53:00,40,B00514,Casual,,,
423,433,657,2011-07-29 00:42:00,22,2011-07-29 00:53:00,40,B00190,Casual,,,
424,434,869,2011-07-29 01:12:00,36,2011-07-29 01:26:00,47,B00124,Registered,'02113,1970.0,Male
425,435,2310,2011-07-29 01:27:00,33,2011-07-29 02:05:00,41,B00218,Casual,,,
426,437,1162,2011-07-29 01:44:00,24,2011-07-29 02:04:00,47,B00025,Casual,,,
427,438,1151,2011-07-29 01:45:00,24,2011-07-29 02:04:00,47,B00034,Casual,,,
428,440,1511,2011-07-29 02:11:00,8,2011-07-29 02:38:00,42,B00196,Casual,,,
429,441,274,2011-07-29 02:23:00,39,2011-07-29 02:27:00,39,B00423,Registered,'02118,1974.0,Male
430,442,392,2011-07-29 04:54:00,41,2011-07-29 05:01:00,10,B00198,Casual,,,
431,444,1619,2011-07-29 05:36:00,22,2011-07-29 06:03:00,22,B00493,Casual,,,
432,445,1646,2011-07-29 05:36:00,22,2011-07-29 06:04:00,22,B00485,Casual,,,
433,446,212,2011-07-29 06:07:00,22,2011-07-29 06:10:00,48,B00474,Registered,'02351,1978.0,Male
434,447,1112,2011-07-29 06:21:00,36,2011-07-29 06:39:00,14,B00390,Registered,'02116,1979.0,Female
435,448,427,2011-07-29 06:30:00,38,2011-07-29 06:37:00,48,B00217,Casual,,,
436,449,424,2011-07-29 06:42:00,22,2011-07-29 06:49:00,42,B00562,Registered,'02025,1971.0,Male
437,450,9703,2011-07-29 06:57:00,22,2011-07-29 09:38:00,48,B00485,Casual,,,
438,451,597,2011-07-29 07:01:00,16,2011-07-29 07:11:00,13,B00466,Casual,,,
439,452,782,2011-07-29 07:04:00,23,2011-07-29 07:17:00,23,B00580,Registered,'02134,1985.0,Male
440,453,298,2011-07-29 07:11:00,40,2011-07-29 07:16:00,48,B00514,Casual,,,
441,454,505,2011-07-29 07:12:00,38,2011-07-29 07:21:00,35,B00339,Casual,,,
442,455,723,2011-07-29 07:27:00,22,2011-07-29 07:39:00,36,B00528,Registered,'02359,1980.0,Male
443,456,481,2011-07-29 07:28:00,22,2011-07-29 07:36:00,6,B00136,Registered,'02035,1963.0,Female
444,457,512,2011-07-29 07:29:00,38,2011-07-29 07:37:00,35,B00539,Registered,'02176,1960.0,Male
445,458,551,2011-07-29 07:31:00,22,2011-07-29 07:40:00,6,B00076,Registered,'02458,1961.0,Male
446,459,267,2011-07-29 07:31:00,23,2011-07-29 07:36:00,35,B00580,Registered,'02446,1978.0,Male
447,461,167,2011-07-29 07:39:00,36,2011-07-29 07:42:00,16,B00394,Registered,'02474,1946.0,Male
448,462,875,2011-07-29 07:39:00,6,2011-07-29 07:54:00,36,B00232,Registered,'02114,1983.0,Male
449,463,639,2011-07-29 07:41:00,39,2011-07-29 07:51:00,35,B00099,Casual,,,
450,464,920,2011-07-29 07:39:00,46,2011-07-29 07:55:00,41,B00505,Registered,'02118,1989.0,Male
451,465,321,2011-07-29 07:41:00,42,2011-07-29 07:46:00,16,B00196,Casual,,,
452,466,285,2011-07-29 07:45:00,35,2011-07-29 07:50:00,43,B00539,Casual,,,
453,467,604,2011-07-29 07:45:00,38,2011-07-29 07:55:00,43,B00304,Registered,'01890,1978.0,Male
454,468,1502,2011-07-29 07:45:00,47,2011-07-29 08:10:00,25,B00124,Registered,'02116,1976.0,Male
455,469,280,2011-07-29 07:45:00,23,2011-07-29 07:50:00,23,B00340,Registered,'02124,1979.0,Male
456,470,370,2011-07-29 07:46:00,38,2011-07-29 07:52:00,43,B00460,Casual,,,
457,471,818,2011-07-29 07:46:00,16,2011-07-29 08:00:00,48,B00490,Registered,'02143,1981.0,Male
458,472,827,2011-07-29 07:49:00,38,2011-07-29 08:03:00,35,B00228,Casual,,,
459,473,361,2011-07-29 07:49:00,38,2011-07-29 07:55:00,31,B00547,Registered,'01719,1971.0,Male
460,474,334,2011-07-29 07:51:00,38,2011-07-29 07:57:00,40,B00151,Registered,'01740,1957.0,Male
461,475,393,2011-07-29 07:55:00,33,2011-07-29 08:02:00,5,B00379,Registered,'02215,1962.0,Male
462,476,6064,2011-07-29 07:58:00,21,2011-07-29 09:39:00,21,B00045,Casual,,,
463,477,6049,2011-07-29 07:58:00,21,2011-07-29 09:39:00,21,B00316,Casual,,,
464,478,2235,2011-07-29 08:04:00,44,2011-07-29 08:42:00,44,B00111,Casual,,,
465,479,925,2011-07-29 08:04:00,25,2011-07-29 08:19:00,23,B00414,Registered,'02118,1978.0,Female
466,480,323,2011-07-29 08:10:00,25,2011-07-29 08:15:00,16,B00280,Casual,,,
467,481,7173,2011-07-29 08:13:00,16,2011-07-29 10:13:00,5,B00465,Casual,,,
468,482,535,2011-07-29 08:14:00,25,2011-07-29 08:23:00,49,B00278,Registered,'02118,1960.0,Male
469,483,1292,2011-07-29 08:17:00,16,2011-07-29 08:38:00,13,B00002,Casual,,,
470,484,712,2011-07-29 08:20:00,36,2011-07-29 08:32:00,12,B00330,Casual,,,
471,485,1143,2011-07-29 08:19:00,16,2011-07-29 08:38:00,13,B00279,Casual,,,
472,486,1421,2011-07-29 08:19:00,43,2011-07-29 08:43:00,21,B00304,Registered,'02061,1966.0,Male
473,487,338,2011-07-29 08:20:00,33,2011-07-29 08:26:00,21,B00469,Casual,,,
474,488,419,2011-07-29 08:22:00,16,2011-07-29 08:29:00,42,B00495,Casual,,,
475,489,734,2011-07-29 08:24:00,47,2011-07-29 08:37:00,49,B00025,Casual,,,
476,490,225,2011-07-29 08:26:00,23,2011-07-29 08:30:00,23,B00340,Registered,'02144,1958.0,Male
477,491,556,2011-07-29 08:27:00,25,2011-07-29 08:37:00,49,B00153,Registered,'02118,1971.0,Male
478,492,687,2011-07-29 08:31:00,33,2011-07-29 08:43:00,25,B00412,Casual,,,
479,493,474,2011-07-29 08:32:00,23,2011-07-29 08:40:00,23,B00414,Casual,,,
480,494,451,2011-07-29 08:33:00,42,2011-07-29 08:41:00,22,B00585,Casual,,,
481,495,718,2011-07-29 08:33:00,40,2011-07-29 08:45:00,35,B00480,Registered,'02109,1959.0,Male
482,496,586,2011-07-29 08:33:00,38,2011-07-29 08:43:00,42,B00109,Registered,'01886,1968.0,Male
483,497,682,2011-07-29 08:35:00,39,2011-07-29 08:46:00,22,B00360,Casual,,,
484,498,1085,2011-07-29 08:36:00,23,2011-07-29 08:54:00,46,B00340,Registered,'02139,1986.0,Male
485,499,524,2011-07-29 08:38:00,21,2011-07-29 08:47:00,42,B00469,Registered,'02116,1979.0,Male
486,500,407,2011-07-29 08:39:00,22,2011-07-29 08:45:00,42,B00032,Registered,'01720,1966.0,Male
487,501,1207,2011-07-29 08:39:00,46,2011-07-29 09:00:00,48,B00042,Casual,,,
488,502,336,2011-07-29 08:40:00,38,2011-07-29 08:45:00,44,B00101,Registered,'01915,1963.0,Male
489,503,1249,2011-07-29 08:41:00,33,2011-07-29 09:02:00,42,B00408,Registered,'02129,1980.0,Male
490,504,1262,2011-07-29 08:41:00,33,2011-07-29 09:02:00,42,B00358,Registered,'02129,1981.0,Female
491,505,728,2011-07-29 08:44:00,27,2011-07-29 08:57:00,49,B00410,Registered,'02130,1984.0,Male
492,506,1087,2011-07-29 08:46:00,25,2011-07-29 09:04:00,48,B00233,Casual,,,
493,507,1903,2011-07-29 08:52:00,9,2011-07-29 09:24:00,38,B00354,Casual,,,
494,508,920,2011-07-29 08:52:00,40,2011-07-29 09:07:00,22,B00151,Casual,,,
495,509,742,2011-07-29 08:54:00,38,2011-07-29 09:06:00,22,B00013,Registered,'01890,1950.0,Male
496,510,692,2011-07-29 08:55:00,38,2011-07-29 09:07:00,48,B00543,Casual,,,
497,511,931,2011-07-29 08:55:00,22,2011-07-29 09:11:00,38,B00487,Registered,'02030,1962.0,Female
498,512,9408,2011-07-29 08:56:00,25,2011-07-29 11:33:00,48,B00389,Registered,'02118,1980.0,Male
499,513,238,2011-07-29 08:57:00,16,2011-07-29 09:01:00,25,B00196,Registered,'02116,1973.0,Male
500,514,545,2011-07-29 09:01:00,38,2011-07-29 09:10:00,35,B00077,Registered,'01773,1950.0,Male
501,515,163,2011-07-29 09:02:00,33,2011-07-29 09:04:00,34,B00113,Registered,'02138,1981.0,Male
502,516,399,2011-07-29 09:10:00,45,2011-07-29 09:16:00,10,B00363,Registered,'02215,1974.0,Male
503,517,592,2011-07-29 09:18:00,26,2011-07-29 09:28:00,14,B00066,Registered,'02118,1962.0,Male
504,518,682,2011-07-29 09:19:00,25,2011-07-29 09:31:00,36,B00407,Registered,'02116,1970.0,Male
505,519,240,2011-07-29 09:19:00,23,2011-07-29 09:23:00,23,B00414,Registered,'02143,1985.0,Male
506,520,716,2011-07-29 09:26:00,47,2011-07-29 09:38:00,24,B00557,Casual,,,
507,521,852,2011-07-29 09:26:00,25,2011-07-29 09:41:00,10,B00298,Casual,,,
508,522,406,2011-07-29 09:35:00,38,2011-07-29 09:42:00,31,B00047,Registered,'02478,1964.0,Male
509,523,390,2011-07-29 09:42:00,46,2011-07-29 09:48:00,21,B00415,Registered,'01742,1976.0,Female
510,524,605,2011-07-29 09:52:00,23,2011-07-29 10:02:00,23,B00375,Registered,'02461,1948.0,Male
511,525,890,2011-07-29 09:54:00,22,2011-07-29 10:09:00,24,B00013,Registered,'02420,1958.0,Male
512,526,1371,2011-07-29 09:55:00,47,2011-07-29 10:18:00,5,B00034,Casual,,,
513,528,344,2011-07-29 10:00:00,22,2011-07-29 10:06:00,40,B00151,Registered,'01760,1968.0,Male
514,529,1608,2011-07-29 10:06:00,39,2011-07-29 10:32:00,43,B00404,Registered,'02118,1977.0,Male
515,530,447,2011-07-29 10:16:00,41,2011-07-29 10:24:00,8,B00218,Casual,,,
516,531,734,2011-07-29 10:18:00,43,2011-07-29 10:30:00,48,B00539,Registered,'02110,1988.0,Female
517,532,745,2011-07-29 10:21:00,13,2011-07-29 10:33:00,36,B00466,Casual,,,
518,533,2753,2011-07-29 10:22:00,48,2011-07-29 11:08:00,22,B00217,Casual,,,
519,534,2768,2011-07-29 10:23:00,48,2011-07-29 11:09:00,22,B00514,Casual,,,
520,535,918,2011-07-29 10:24:00,42,2011-07-29 10:40:00,47,B00358,Casual,,,
521,536,357,2011-07-29 10:27:00,23,2011-07-29 10:33:00,38,B00414,Registered,'02025,1971.0,Male
522,537,462,2011-07-29 10:33:00,12,2011-07-29 10:41:00,36,B00330,Registered,'02215,1962.0,Male
523,538,1305,2011-07-29 10:40:00,48,2011-07-29 11:01:00,13,B00485,Registered,'02110,1988.0,Female
